session_date,client_id,traffic_source,device_type,session_duration_seconds,scrolled_down,clicked_download_syllabus
02/07/2024,6835406115,Paid Ads,Desktop,15,0,0
02/11/2024,1785397156,Organic Search,Desktop,9,0,0
02/10/2024,4340271181,Direct,Desktop,91,1,1
02/11/2024,9520812940,Direct,Mobile,72,1,0
02/10/2024,1448460600,Organic Search,Mobile,1,0,0
02/08/2024,2704197176,Organic Search,Mobile,9,0,0
02/07/2024,3225994458,Organic Search,Desktop,94,1,1
02/11/2024,7204628547,Direct,Desktop,3,0,0
02/05/2024,1535210430,Organic Search,Mobile,79,1,1
02/06/2024,7211254735,Paid Ads,Desktop,76,1,0
02/09/2024,2954534956,Direct,Mobile,28,0,0
02/05/2024,6591188646,Organic Search,Mobile,14,0,0
02/08/2024,7993954643,Organic Search,Desktop,74,1,0
02/09/2024,3145543751,Paid Ads,Desktop,101,1,0
02/06/2024,8760033394,Organic Search,Desktop,12,0,0
02/06/2024,4720230693,Paid Ads,Mobile,22,0,0
02/07/2024,6433620047,Organic Search,Mobile,6,0,0
02/09/2024,6241266262,Paid Ads,Desktop,8,0,0
02/07/2024,7807674214,Organic Search,Mobile,15,0,0
02/05/2024,2147375055,Direct,Mobile,23,0,0
02/10/2024,4188148884,Paid Ads,Desktop,19,0,0
02/10/2024,9157914670,Direct,Mobile,83,1,0
02/10/2024,6955815877,Organic Search,Desktop,16,0,0
02/09/2024,7472514096,Direct,Desktop,15,0,0
02/10/2024,4685970101,Direct,Mobile,105,1,1
02/05/2024,5287235942,Organic Search,Mobile,18,0,0
02/07/2024,2751899687,Organic Search,Desktop,16,0,0
02/09/2024,9984116388,Direct,Desktop,6,0,0
02/07/2024,3208588222,Organic Search,Desktop,15,0,0
02/09/2024,7821978708,Paid Ads,Desktop,6,0,0
02/07/2024,4686501129,Organic Search,Desktop,84,1,1
02/06/2024,5066819487,Direct,Desktop,15,0,0
02/07/2024,9295639124,Direct,Mobile,11,0,0
02/10/2024,9220036080,Direct,Mobile,35,0,0
02/06/2024,8137422725,Organic Search,Mobile,72,1,0
02/07/2024,4219273684,Direct,Mobile,14,0,0
02/09/2024,6613226239,Paid Ads,Mobile,3,0,0
02/09/2024,1051187343,Organic Search,Mobile,78,1,0
02/09/2024,4733839682,Paid Ads,Desktop,13,0,0
02/08/2024,7446918746,Paid Ads,Mobile,102,1,0
02/05/2024,9322192600,Paid Ads,Mobile,19,0,0
02/09/2024,2092034760,Paid Ads,Mobile,28,0,0
02/06/2024,7896659757,Organic Search,Mobile,88,1,0
02/09/2024,8529588105,Paid Ads,Mobile,84,1,0
02/08/2024,7017884709,Organic Search,Mobile,91,1,0
02/10/2024,6166215327,Paid Ads,Mobile,10,0,0
02/06/2024,3325134840,Paid Ads,Desktop,2,0,0
02/08/2024,7187927068,Paid Ads,Desktop,95,1,0
02/10/2024,6608426305,Paid Ads,Desktop,101,1,0
02/11/2024,3661796762,Organic Search,Desktop,21,0,0
02/11/2024,7497578410,Organic Search,Mobile,104,1,0
02/06/2024,2384374586,Organic Search,Desktop,3,0,1
02/07/2024,5599014202,Organic Search,Desktop,11,0,0
02/05/2024,3135583123,Paid Ads,Mobile,86,1,0
02/05/2024,2855380218,Direct,Desktop,12,0,0
02/15/2024,6196558441,Organic Search,Mobile,14,0,0
02/17/2024,7963114944,Organic Search,Desktop,20,0,0
02/12/2024,1062908951,Paid Ads,Desktop,9,0,0
02/17/2024,9139291854,Paid Ads,Mobile,76,1,0
02/17/2024,5304946251,Paid Ads,Desktop,85,1,0
02/15/2024,5533102770,Paid Ads,Desktop,12,0,0
02/15/2024,5068622511,Organic Search,Desktop,14,0,0
02/15/2024,8232618100,Organic Search,Mobile,16,0,0
02/12/2024,6736712227,Organic Search,Desktop,15,0,0
02/18/2024,3210981456,Direct,Mobile,92,1,0
02/15/2024,1460516677,Direct,Mobile,80,1,0
02/12/2024,3340681059,Organic Search,Mobile,80,1,0
02/15/2024,5830184911,Direct,Desktop,18,0,0
02/16/2024,6280204865,Paid Ads,Desktop,93,1,0
02/17/2024,9665826863,Paid Ads,Desktop,21,0,1
02/15/2024,2851061008,Paid Ads,Desktop,18,0,0
02/13/2024,6762767408,Organic Search,Mobile,18,0,0
02/17/2024,7300793741,Direct,Mobile,2,0,0
02/17/2024,9926237707,Paid Ads,Mobile,15,0,0
02/15/2024,7224586784,Direct,Mobile,18,0,0
02/18/2024,5092392516,Paid Ads,Mobile,20,0,0
02/14/2024,3680546736,Direct,Mobile,89,1,0
02/18/2024,2165786685,Paid Ads,Mobile,90,1,0
02/15/2024,1698195058,Paid Ads,Mobile,9,0,0
02/17/2024,3922985806,Organic Search,Mobile,82,1,0
02/13/2024,7260962033,Paid Ads,Mobile,87,1,0
02/17/2024,9503191427,Paid Ads,Desktop,9,0,0
02/18/2024,3489348970,Paid Ads,Desktop,10,0,0
02/13/2024,5325216367,Direct,Desktop,19,0,0
02/12/2024,5624802253,Organic Search,Mobile,80,1,0
02/16/2024,1360616456,Paid Ads,Mobile,98,1,0
02/17/2024,1265267434,Organic Search,Desktop,23,0,0
02/15/2024,6210671217,Organic Search,Mobile,100,1,0
02/12/2024,5692374409,Paid Ads,Mobile,11,0,0
02/16/2024,7094254595,Organic Search,Mobile,22,0,0
02/15/2024,4044978354,Paid Ads,Mobile,15,0,0
02/14/2024,9823357910,Paid Ads,Mobile,14,0,0
02/15/2024,1616849141,Organic Search,Mobile,13,0,0
02/13/2024,6341686112,Paid Ads,Desktop,20,0,1
02/13/2024,7370014789,Organic Search,Mobile,71,1,0
02/14/2024,4233455265,Organic Search,Mobile,17,0,0
02/12/2024,7795658101,Paid Ads,Desktop,33,0,0
02/16/2024,8021969721,Organic Search,Mobile,8,0,0
02/15/2024,2480774854,Paid Ads,Mobile,80,1,1
02/13/2024,8789390539,Direct,Desktop,19,0,0
02/12/2024,6363542539,Organic Search,Mobile,10,0,0
02/14/2024,3691958884,Direct,Mobile,8,0,0
02/18/2024,6485293237,Organic Search,Mobile,14,0,0
02/17/2024,5119235438,Paid Ads,Mobile,16,0,1
02/18/2024,3853315858,Organic Search,Mobile,75,1,0
02/18/2024,9671965056,Direct,Desktop,83,1,1
02/13/2024,7550486099,Organic Search,Mobile,38,0,1
02/14/2024,1624992033,Direct,Mobile,13,0,0
02/15/2024,2890560105,Direct,Mobile,89,1,0
02/18/2024,7861779077,Paid Ads,Mobile,5,0,0
02/18/2024,1125283739,Paid Ads,Desktop,17,0,0
02/16/2024,9817170273,Organic Search,Mobile,1,0,0
02/13/2024,9210808602,Organic Search,Mobile,14,0,1
02/13/2024,1561234673,Direct,Mobile,15,0,0
02/15/2024,4732150918,Direct,Mobile,21,0,0
02/17/2024,5298178666,Paid Ads,Mobile,75,1,0
02/12/2024,2075203258,Paid Ads,Desktop,22,0,1
02/16/2024,7284393718,Direct,Mobile,80,1,1
02/13/2024,9154715699,Paid Ads,Mobile,10,0,0
02/16/2024,2970123476,Direct,Mobile,13,0,0
02/13/2024,2298779831,Organic Search,Desktop,8,0,0
02/16/2024,8959124889,Organic Search,Mobile,79,1,1
02/14/2024,5832826147,Paid Ads,Desktop,5,0,0
02/18/2024,9711176170,Organic Search,Desktop,17,0,0
02/13/2024,4070465427,Organic Search,Desktop,4,0,0
02/16/2024,7354941380,Organic Search,Mobile,92,1,0
02/12/2024,9610844252,Paid Ads,Mobile,11,0,0
02/14/2024,3186816809,Organic Search,Desktop,7,0,0
02/14/2024,2747615440,Direct,Desktop,19,0,0
02/12/2024,5473465487,Paid Ads,Desktop,29,0,0
02/16/2024,5740083633,Paid Ads,Mobile,4,0,0
02/15/2024,8980645919,Paid Ads,Mobile,1,0,0
02/12/2024,8481929471,Organic Search,Mobile,90,1,0
02/16/2024,1522290613,Organic Search,Desktop,82,1,0
02/12/2024,3678958885,Organic Search,Mobile,91,1,1
02/12/2024,4625750811,Paid Ads,Mobile,84,1,0
02/13/2024,7529346550,Paid Ads,Desktop,14,0,0
02/16/2024,9453392599,Organic Search,Mobile,15,0,0
02/15/2024,5041032788,Organic Search,Desktop,16,0,0
02/18/2024,2174854055,Direct,Mobile,87,1,0
02/13/2024,5221352051,Paid Ads,Mobile,11,0,0
02/12/2024,1061731355,Organic Search,Mobile,106,1,0
02/18/2024,2467481146,Organic Search,Desktop,13,0,0
02/17/2024,4879174484,Organic Search,Mobile,17,0,1
02/18/2024,8161135764,Organic Search,Mobile,23,0,0
02/12/2024,8582951033,Organic Search,Desktop,1,0,0
02/12/2024,4518584130,Direct,Mobile,12,0,0
02/16/2024,1914979730,Paid Ads,Mobile,103,1,0
02/16/2024,3512259042,Paid Ads,Mobile,77,1,0
02/13/2024,1134615737,Organic Search,Mobile,98,1,0
02/15/2024,9016346273,Organic Search,Desktop,16,0,0
02/13/2024,6414558579,Paid Ads,Mobile,7,0,0
02/14/2024,9235792639,Paid Ads,Mobile,28,0,1
02/12/2024,5363344343,Paid Ads,Mobile,9,0,0
02/18/2024,8287506447,Direct,Desktop,14,0,0
02/17/2024,4277704521,Paid Ads,Mobile,19,0,0
02/12/2024,5486132165,Paid Ads,Mobile,10,0,0
02/12/2024,7791722062,Paid Ads,Mobile,98,1,0
02/13/2024,1823222036,Paid Ads,Mobile,1,0,0
02/17/2024,2552575466,Paid Ads,Mobile,11,0,0
02/17/2024,7568153692,Organic Search,Mobile,23,0,0
02/17/2024,5533050145,Paid Ads,Desktop,12,0,0
02/13/2024,5013819807,Direct,Mobile,8,0,0
02/12/2024,4941803538,Paid Ads,Desktop,22,0,0
02/13/2024,8615697239,Organic Search,Desktop,12,0,0
02/16/2024,6027422652,Direct,Mobile,78,1,0
02/16/2024,6542062095,Organic Search,Mobile,98,1,0
02/13/2024,6706981290,Organic Search,Mobile,10,0,0
02/17/2024,3136816774,Paid Ads,Desktop,16,0,0
02/12/2024,2020312486,Paid Ads,Mobile,105,1,1
02/13/2024,4104267831,Organic Search,Mobile,21,0,0
02/13/2024,9233782061,Direct,Mobile,78,1,0
02/13/2024,8809541241,Organic Search,Desktop,34,0,1
02/14/2024,6083369159,Organic Search,Desktop,21,0,0
02/16/2024,7137011743,Organic Search,Mobile,24,0,0
02/18/2024,3229976973,Organic Search,Desktop,10,0,0
02/17/2024,8450734426,Paid Ads,Mobile,80,1,1
02/15/2024,5841394030,Organic Search,Mobile,6,0,0
02/18/2024,7414721161,Direct,Desktop,15,0,0
02/17/2024,1472763227,Paid Ads,Mobile,15,0,0
02/15/2024,6132471915,Organic Search,Mobile,100,1,0
02/14/2024,7960238676,Paid Ads,Mobile,6,0,0
02/13/2024,7583528306,Organic Search,Desktop,13,0,0
02/14/2024,4249310994,Paid Ads,Desktop,18,0,0
02/14/2024,5412952462,Organic Search,Desktop,17,0,0
02/18/2024,4112936359,Direct,Desktop,19,0,0
02/12/2024,4202449290,Paid Ads,Mobile,17,0,0
02/18/2024,8429964950,Organic Search,Mobile,10,0,0
02/16/2024,7227978183,Direct,Mobile,10,0,0
02/15/2024,3789765781,Direct,Mobile,5,0,0
02/13/2024,2975606216,Paid Ads,Mobile,92,1,0
02/18/2024,5337961677,Paid Ads,Desktop,29,0,0
02/15/2024,8400473998,Paid Ads,Mobile,95,1,0
02/17/2024,1067413408,Direct,Mobile,93,1,1
02/15/2024,9975717720,Direct,Mobile,15,0,0
02/17/2024,5692323159,Organic Search,Mobile,93,1,1
02/18/2024,9589287080,Direct,Desktop,76,1,0
02/16/2024,5901604375,Organic Search,Mobile,13,0,0
02/18/2024,5101965163,Organic Search,Mobile,7,0,0
02/17/2024,6423125225,Paid Ads,Desktop,38,0,0
02/15/2024,6650259150,Direct,Mobile,6,0,0
02/15/2024,9112130165,Paid Ads,Mobile,11,0,0
02/17/2024,1450266080,Direct,Mobile,100,1,1
02/14/2024,7529186120,Direct,Mobile,101,1,1
02/16/2024,4352534309,Organic Search,Desktop,87,1,0
02/12/2024,6923977063,Paid Ads,Desktop,18,0,0
02/13/2024,9400540134,Paid Ads,Mobile,19,0,0
02/15/2024,9470016249,Paid Ads,Desktop,22,0,0
02/13/2024,6244462370,Paid Ads,Mobile,29,0,0
02/12/2024,7443698697,Paid Ads,Mobile,19,0,0
02/18/2024,5340286233,Direct,Mobile,6,0,0
02/13/2024,3890991226,Organic Search,Mobile,89,1,0
02/12/2024,7326446419,Paid Ads,Mobile,12,0,0
02/17/2024,2984443858,Paid Ads,Desktop,17,0,0
02/14/2024,9003915526,Organic Search,Desktop,31,0,0
02/15/2024,8176310017,Organic Search,Mobile,3,0,0
02/12/2024,7239532380,Organic Search,Mobile,24,0,1
02/13/2024,9425062635,Direct,Mobile,74,1,0
02/15/2024,9858130688,Organic Search,Mobile,16,0,1
02/14/2024,1440218385,Direct,Mobile,21,0,0
02/17/2024,1365689130,Direct,Mobile,95,1,0
02/18/2024,5263294261,Paid Ads,Desktop,14,0,0
02/15/2024,5371047701,Direct,Mobile,8,0,0
02/18/2024,7724215944,Paid Ads,Mobile,95,1,1
02/12/2024,9647975259,Direct,Mobile,21,0,0
02/14/2024,2469679392,Paid Ads,Mobile,20,0,0
02/13/2024,2351042745,Direct,Mobile,89,1,0
02/14/2024,8237046021,Direct,Desktop,22,0,0
02/14/2024,1329524499,Direct,Mobile,14,0,0
02/16/2024,7194783624,Direct,Desktop,10,0,0
02/14/2024,2354703080,Paid Ads,Mobile,2,0,0
02/14/2024,5204427481,Paid Ads,Mobile,21,0,0
02/15/2024,5700401358,Organic Search,Mobile,18,0,0
02/13/2024,3886302900,Paid Ads,Desktop,7,0,0
02/15/2024,2152126522,Organic Search,Mobile,10,0,0
02/15/2024,7213888573,Paid Ads,Desktop,11,0,0
02/12/2024,2336571212,Direct,Mobile,3,0,0
02/15/2024,3703354270,Organic Search,Desktop,8,0,0
02/16/2024,9848098848,Direct,Mobile,5,0,0
02/16/2024,4084223478,Paid Ads,Desktop,11,0,0
02/18/2024,1745913996,Direct,Mobile,101,1,0
02/12/2024,7478337503,Direct,Desktop,9,0,0
02/18/2024,4578530935,Organic Search,Mobile,1,0,0
02/18/2024,8081263495,Organic Search,Mobile,86,1,0
02/17/2024,5898441553,Direct,Mobile,31,0,0
02/13/2024,8941582491,Paid Ads,Desktop,25,0,0
02/13/2024,3356991551,Organic Search,Mobile,8,0,0
02/15/2024,3836120784,Paid Ads,Desktop,17,0,0
02/15/2024,2285262172,Paid Ads,Mobile,95,1,0
02/17/2024,6189513118,Paid Ads,Mobile,18,0,0
02/15/2024,2335764903,Paid Ads,Mobile,24,0,0
02/13/2024,4157879911,Paid Ads,Desktop,8,0,0
02/18/2024,9106500332,Paid Ads,Desktop,23,0,0
02/14/2024,5736941305,Direct,Desktop,10,0,0
02/16/2024,6958176400,Organic Search,Mobile,79,1,0
02/14/2024,8450745246,Direct,Desktop,89,1,0
02/14/2024,5099214650,Organic Search,Desktop,4,0,0
02/13/2024,9587649186,Paid Ads,Mobile,20,0,0
02/14/2024,5507969778,Organic Search,Desktop,25,0,0
02/17/2024,1141118454,Organic Search,Desktop,35,0,0
02/12/2024,7874553144,Paid Ads,Desktop,88,1,0
02/15/2024,4097635517,Organic Search,Desktop,5,0,0
02/12/2024,9512183409,Paid Ads,Mobile,20,0,0
02/18/2024,7385547107,Organic Search,Mobile,92,1,0
02/16/2024,7223765771,Organic Search,Desktop,11,0,0
02/15/2024,8086490287,Paid Ads,Mobile,21,0,0
02/14/2024,3671509137,Paid Ads,Desktop,3,0,1
02/16/2024,4124859432,Direct,Desktop,4,0,0
02/15/2024,5777661200,Organic Search,Desktop,8,0,0
02/17/2024,2189511025,Paid Ads,Desktop,15,0,0
02/17/2024,6318069046,Direct,Mobile,86,1,0
02/17/2024,4828164211,Paid Ads,Mobile,9,0,0
02/17/2024,5135873117,Organic Search,Mobile,20,0,0
02/14/2024,5223615943,Direct,Mobile,23,0,0
02/12/2024,9744406344,Paid Ads,Mobile,19,0,0
02/15/2024,9259946725,Paid Ads,Mobile,27,0,0
02/14/2024,4209354783,Paid Ads,Desktop,18,0,0
02/17/2024,9417207292,Paid Ads,Desktop,5,0,0
02/18/2024,4134340501,Paid Ads,Mobile,25,0,0
02/12/2024,6838856071,Organic Search,Mobile,10,0,1
02/18/2024,6293993257,Paid Ads,Desktop,22,0,0
02/16/2024,1946773530,Organic Search,Mobile,27,0,0
02/18/2024,1263469931,Direct,Mobile,88,1,0
02/16/2024,3400685880,Direct,Mobile,18,0,0
02/16/2024,3990853857,Organic Search,Mobile,98,1,0
02/17/2024,2362745792,Paid Ads,Mobile,85,1,0
02/16/2024,5406190057,Organic Search,Desktop,3,0,0
02/13/2024,9596811629,Organic Search,Mobile,73,1,1
02/15/2024,4785628569,Organic Search,Mobile,7,0,0
02/15/2024,7905718268,Paid Ads,Mobile,25,0,0
02/17/2024,1815755011,Direct,Mobile,13,0,0
02/13/2024,2465225206,Organic Search,Desktop,107,1,0
02/18/2024,6022630968,Paid Ads,Desktop,15,0,0
02/14/2024,3843748626,Paid Ads,Desktop,103,1,0
02/18/2024,7174643862,Organic Search,Mobile,77,1,0
02/14/2024,2232598917,Direct,Desktop,21,0,0
02/16/2024,6971403747,Organic Search,Desktop,20,0,0
02/12/2024,4873672106,Direct,Desktop,17,0,0
02/14/2024,3365197653,Paid Ads,Mobile,13,0,0
02/12/2024,3038911714,Organic Search,Mobile,12,0,0
02/15/2024,9158722404,Organic Search,Mobile,21,0,1
02/12/2024,7895331576,Paid Ads,Desktop,19,0,1
02/15/2024,8184732481,Paid Ads,Mobile,12,0,0
02/13/2024,8141610344,Direct,Mobile,23,0,0
02/13/2024,6157728199,Paid Ads,Desktop,13,0,0
02/24/2024,8642821347,Organic Search,Desktop,96,1,0
02/24/2024,8487392753,Paid Ads,Desktop,8,0,0
02/23/2024,9366009769,Paid Ads,Mobile,8,0,0
02/21/2024,2748381450,Paid Ads,Desktop,7,0,0
02/23/2024,9978613304,Direct,Mobile,12,0,0
02/22/2024,7145846258,Direct,Mobile,84,1,0
02/23/2024,7533391403,Direct,Mobile,92,1,0
02/19/2024,5576627294,Organic Search,Mobile,24,0,0
02/22/2024,6836863863,Paid Ads,Mobile,92,1,0
02/24/2024,6961665749,Organic Search,Desktop,8,0,0
02/20/2024,8699555969,Organic Search,Mobile,16,0,0
02/24/2024,3776117016,Direct,Desktop,9,0,0
02/21/2024,1178859722,Paid Ads,Mobile,12,0,0
02/22/2024,5481512130,Organic Search,Mobile,2,0,0
02/22/2024,4231300171,Paid Ads,Mobile,13,0,0
02/19/2024,3274497361,Paid Ads,Mobile,13,0,0
02/21/2024,7078501580,Organic Search,Mobile,19,0,0
02/20/2024,6937725546,Organic Search,Mobile,16,0,0
02/25/2024,5401738104,Paid Ads,Mobile,5,0,0
02/22/2024,2745501718,Paid Ads,Mobile,23,0,0
02/22/2024,4429463680,Organic Search,Mobile,16,0,0
02/19/2024,2050293202,Direct,Desktop,16,0,0
02/23/2024,6232443538,Direct,Mobile,14,0,0
02/20/2024,1661267078,Direct,Desktop,10,0,0
02/24/2024,3539619087,Direct,Desktop,16,0,0
02/21/2024,4817603558,Paid Ads,Desktop,18,0,0
02/22/2024,3469908672,Organic Search,Desktop,1,0,0
02/22/2024,5369218887,Organic Search,Mobile,10,0,0
02/24/2024,4684068930,Paid Ads,Desktop,12,0,0
02/20/2024,5342269290,Direct,Desktop,17,0,0
02/23/2024,1763987917,Paid Ads,Mobile,24,0,0
02/22/2024,5908485807,Direct,Mobile,8,0,0
02/20/2024,4665606630,Organic Search,Mobile,11,0,1
02/24/2024,4789044777,Organic Search,Desktop,87,1,1
02/19/2024,4113555780,Organic Search,Desktop,10,0,0
02/23/2024,7521129279,Direct,Mobile,8,0,0
02/21/2024,1754109402,Organic Search,Mobile,82,1,1
02/22/2024,3569195745,Organic Search,Mobile,83,1,0
02/20/2024,3336590909,Paid Ads,Mobile,12,0,0
02/19/2024,7528845988,Organic Search,Desktop,21,0,0
02/21/2024,5509134032,Paid Ads,Mobile,80,1,0
02/25/2024,5359488612,Organic Search,Mobile,81,1,0
02/20/2024,7821025290,Organic Search,Mobile,89,1,0
02/20/2024,7125148928,Organic Search,Desktop,6,0,0
02/21/2024,2718114196,Paid Ads,Mobile,82,1,0
02/19/2024,5042486306,Paid Ads,Desktop,96,1,0
02/25/2024,2430037770,Organic Search,Mobile,104,1,1
02/24/2024,1457634124,Paid Ads,Mobile,18,0,0
02/19/2024,2093763611,Paid Ads,Mobile,1,0,0
02/23/2024,3490245006,Paid Ads,Mobile,10,0,0
02/22/2024,8835171335,Direct,Mobile,12,0,0
02/21/2024,1428481222,Organic Search,Desktop,28,0,0
02/24/2024,3862706634,Paid Ads,Desktop,12,0,0
02/25/2024,1234995585,Paid Ads,Desktop,1,0,0
02/21/2024,3566729090,Paid Ads,Mobile,84,1,0
02/21/2024,9298431266,Direct,Desktop,92,1,0
02/19/2024,6300430578,Organic Search,Mobile,1,0,0
02/22/2024,7518040096,Paid Ads,Mobile,15,0,0
02/23/2024,2245217351,Paid Ads,Mobile,94,1,0
02/20/2024,2388108716,Paid Ads,Mobile,19,0,0
02/20/2024,6971241106,Organic Search,Desktop,18,0,0
02/21/2024,3539836241,Direct,Mobile,16,0,0
02/22/2024,8495755106,Paid Ads,Mobile,24,0,0
02/25/2024,2421599598,Paid Ads,Desktop,10,0,0
02/25/2024,2723366726,Paid Ads,Mobile,22,0,0
02/24/2024,7150043246,Direct,Mobile,1,0,0
02/19/2024,3587464882,Paid Ads,Mobile,94,1,0
02/22/2024,9555895961,Direct,Desktop,7,0,0
02/22/2024,9043744601,Organic Search,Desktop,1,0,0
02/19/2024,1861708259,Paid Ads,Mobile,12,0,0
02/25/2024,6610940097,Paid Ads,Mobile,90,1,0
02/25/2024,2444432288,Paid Ads,Mobile,14,0,0
02/25/2024,3054212720,Organic Search,Desktop,15,0,0
02/21/2024,1042002112,Direct,Mobile,15,0,0
02/22/2024,5315945903,Organic Search,Mobile,7,0,0
02/20/2024,4616291729,Organic Search,Mobile,13,0,0
02/19/2024,3193366697,Paid Ads,Mobile,97,1,0
02/25/2024,7371164081,Direct,Mobile,94,1,0
02/24/2024,5790619240,Direct,Desktop,3,0,0
02/25/2024,7363376920,Paid Ads,Mobile,77,1,0
02/25/2024,4440973454,Direct,Mobile,98,1,0
02/23/2024,1299319243,Organic Search,Desktop,25,0,0
02/21/2024,4652919731,Organic Search,Desktop,12,0,0
02/19/2024,2641696771,Organic Search,Mobile,11,0,1
02/23/2024,8104209001,Direct,Mobile,27,0,0
02/23/2024,9819538007,Organic Search,Mobile,98,1,0
02/24/2024,7740240923,Paid Ads,Desktop,5,0,0
02/22/2024,8547069822,Paid Ads,Mobile,5,0,0
02/24/2024,7841808584,Direct,Desktop,82,1,0
02/22/2024,1020239727,Paid Ads,Desktop,90,1,1
02/22/2024,5926391741,Paid Ads,Mobile,6,0,0
02/19/2024,6338409680,Organic Search,Mobile,14,0,0
02/25/2024,5161685278,Organic Search,Mobile,18,0,0
02/19/2024,9172589661,Organic Search,Mobile,96,1,0
02/21/2024,7074488271,Direct,Mobile,20,0,0
02/22/2024,8055033262,Paid Ads,Desktop,35,0,0
02/23/2024,2518593588,Paid Ads,Desktop,1,0,0
02/25/2024,3887432019,Paid Ads,Mobile,19,0,0
02/20/2024,6693847625,Direct,Desktop,10,0,0
02/21/2024,9762941500,Organic Search,Mobile,10,0,0
02/19/2024,8275144323,Paid Ads,Mobile,87,1,0
02/24/2024,9144467236,Direct,Mobile,10,0,0
02/21/2024,2956897105,Direct,Desktop,7,0,0
02/21/2024,2583566980,Direct,Desktop,28,0,0
02/25/2024,2486524686,Direct,Desktop,21,0,0
02/21/2024,9656499017,Paid Ads,Mobile,100,1,0
02/21/2024,8340645399,Direct,Mobile,113,1,0
02/20/2024,1156446095,Organic Search,Mobile,15,0,0
02/24/2024,8473319523,Direct,Mobile,25,0,0
02/24/2024,4008430732,Organic Search,Desktop,82,1,0
02/24/2024,7944467139,Direct,Desktop,2,0,0
02/22/2024,6409080675,Organic Search,Desktop,4,0,0
02/23/2024,9576223837,Paid Ads,Mobile,1,0,0
02/24/2024,3172277771,Organic Search,Mobile,76,1,0
02/21/2024,5631379454,Direct,Mobile,9,0,0
02/21/2024,4415735309,Direct,Mobile,93,1,0
02/24/2024,2922298298,Paid Ads,Mobile,97,1,0
02/25/2024,7285905502,Paid Ads,Desktop,87,1,1
02/24/2024,2954743682,Paid Ads,Desktop,16,0,0
02/21/2024,2735064922,Organic Search,Mobile,15,0,0
02/22/2024,6513644975,Direct,Mobile,16,0,0
02/19/2024,6335609217,Paid Ads,Mobile,3,0,0
02/19/2024,8755028572,Organic Search,Mobile,21,0,0
02/24/2024,3452826457,Direct,Desktop,16,0,0
02/20/2024,9753040138,Organic Search,Mobile,20,0,0
02/24/2024,1185415007,Organic Search,Mobile,1,0,0
02/25/2024,8104863663,Organic Search,Mobile,104,1,0
02/24/2024,5156411462,Organic Search,Desktop,17,0,0
02/19/2024,6116210230,Paid Ads,Mobile,5,0,0
02/21/2024,7562913802,Organic Search,Mobile,11,0,0
02/24/2024,8251628330,Organic Search,Mobile,76,1,1
02/21/2024,8305787772,Direct,Desktop,19,0,0
02/21/2024,5649015514,Organic Search,Desktop,15,0,0
02/20/2024,3056008249,Direct,Mobile,8,0,1
02/21/2024,7674921032,Paid Ads,Desktop,15,0,0
02/19/2024,9236710634,Organic Search,Desktop,2,0,1
02/22/2024,5226758430,Paid Ads,Desktop,24,0,0
02/22/2024,3025777941,Paid Ads,Desktop,13,0,0
02/23/2024,1331332564,Organic Search,Desktop,96,1,0
02/25/2024,2027608988,Direct,Mobile,23,0,0
02/24/2024,7479075986,Paid Ads,Desktop,10,0,0
02/25/2024,5596050854,Organic Search,Mobile,83,1,0
02/19/2024,3624325600,Direct,Desktop,10,0,0
02/21/2024,4512641835,Paid Ads,Mobile,107,1,0
02/22/2024,6689566109,Organic Search,Desktop,8,0,0
02/25/2024,2352077434,Organic Search,Desktop,22,0,0
02/19/2024,7347959704,Organic Search,Mobile,9,0,0
02/22/2024,2094218438,Paid Ads,Desktop,20,0,0
02/21/2024,4253116050,Paid Ads,Mobile,109,1,0
02/25/2024,4477937391,Direct,Desktop,11,0,0
02/22/2024,8448804691,Organic Search,Mobile,1,0,0
02/24/2024,5650325606,Paid Ads,Mobile,10,0,0
02/24/2024,2259922771,Direct,Desktop,5,0,1
02/23/2024,9347497190,Paid Ads,Mobile,15,0,0
02/23/2024,8652065960,Organic Search,Desktop,5,0,0
02/22/2024,5180696655,Paid Ads,Mobile,22,0,0
02/19/2024,5157398618,Direct,Mobile,14,0,0
02/24/2024,3346729194,Paid Ads,Mobile,13,0,0
02/19/2024,7706953770,Paid Ads,Mobile,20,0,0
02/19/2024,4812248763,Paid Ads,Mobile,22,0,0
02/22/2024,8281733400,Paid Ads,Mobile,82,1,1
02/19/2024,6021353024,Direct,Mobile,14,0,0
02/24/2024,4578608363,Direct,Mobile,8,0,0
02/21/2024,7994022795,Paid Ads,Desktop,84,1,0
02/23/2024,6386022224,Organic Search,Desktop,98,1,0
02/21/2024,8803957633,Organic Search,Mobile,1,0,0
02/19/2024,2403479766,Direct,Desktop,9,0,0
02/21/2024,9798509915,Organic Search,Mobile,10,0,0
02/24/2024,7208971391,Paid Ads,Desktop,15,0,0
02/24/2024,5928271424,Organic Search,Desktop,12,0,0
02/19/2024,8129086801,Organic Search,Desktop,20,0,0
02/22/2024,5263174721,Paid Ads,Mobile,10,0,0
02/21/2024,5744061388,Organic Search,Desktop,14,0,0
02/22/2024,8974089272,Paid Ads,Mobile,24,0,0
02/22/2024,2464670476,Direct,Desktop,17,0,0
02/20/2024,1275963328,Paid Ads,Mobile,14,0,1
02/19/2024,9142368386,Organic Search,Desktop,10,0,0
